Landmark,X,Y
0,164.52295303344727,276.72128677368164
1,167.9109001159668,261.6683292388916
2,165.8231544494629,265.9489345550537
3,164.9462890625,247.25194931030273
4,168.53435516357422,257.35788345336914
5,168.70954513549805,251.68421745300293
6,168.4787368774414,237.86235809326172
7,136.45172119140625,232.61252403259277
8,169.09948348999023,227.42095470428467
9,169.83760833740234,221.66979789733887
10,171.63848876953125,200.2488613128662
11,164.18237686157227,278.91880989074707
12,163.71740341186523,280.62317848205566
13,163.31050872802734,281.36953353881836
14,163.1051254272461,283.7091064453125
15,162.98112869262695,285.85424423217773
16,162.69079208374023,288.4943962097168
17,162.25152969360352,291.0919761657715
18,161.21261596679688,294.6697425842285
19,167.19818115234375,263.77198219299316
20,163.19677352905273,263.1107997894287
21,120.83667755126953,213.41641902923584
22,148.51282119750977,237.91431427001953
23,144.33670043945312,237.86271572113037
24,140.28078079223633,237.25384712219238
25,134.66721534729004,233.94139766693115
26,152.06964492797852,237.12690353393555
27,144.4912815093994,225.82735061645508
28,148.95788192749023,226.73595428466797
29,140.06390571594238,225.91569900512695
30,136.80562019348145,227.07940578460693
31,131.16963386535645,236.48956775665283
32,144.82970237731934,298.3186626434326
33,134.90816116333008,231.0940647125244
34,117.39823341369629,232.08885669708252
35,126.43718719482422,232.71846771240234
36,145.03997802734375,255.96908569335938
37,159.89267349243164,275.548038482666
38,159.7031307220459,280.19104957580566
39,154.540433883667,276.47549629211426
40,150.8615493774414,277.983455657959
41,155.9970474243164,280.17568588256836
42,152.9824447631836,280.3366184234619
43,143.85454177856445,284.2427444458008
44,164.6304702758789,261.16310119628906
45,164.56878662109375,257.02672004699707
46,130.82082748413086,221.8807554244995
47,154.0925121307373,245.842866897583
48,154.36450004577637,259.1535472869873
49,153.9170265197754,256.8699359893799
50,132.05156326293945,254.17877197265625
51,164.8883056640625,251.73434257507324
52,142.31348037719727,218.82936000823975
53,135.8339500427246,219.39396858215332
54,126.82425498962402,206.390061378479
55,160.42287826538086,225.17020225524902
56,152.55364418029785,228.7263822555542
57,141.57012939453125,279.6415615081787
58,117.16165542602539,272.62630462646484
59,157.05965995788574,261.77504539489746
60,160.1545524597168,263.5162925720215
61,146.377592086792,280.5849838256836
62,148.30697059631348,280.49798011779785
63,133.55230331420898,216.11812591552734
64,153.82875442504883,261.1043357849121
65,150.42672157287598,220.4449224472046
66,150.16023635864258,216.7958164215088
67,146.93330764770508,198.91483783721924
68,130.3711223602295,211.17846965789795
69,149.14899826049805,207.68988132476807
70,128.11015129089355,219.55641746520996
71,124.56396102905273,216.7093563079834
72,159.7720718383789,278.21946144104004
73,155.41667938232422,278.69507789611816
74,151.9806957244873,279.2222785949707
75,157.9223346710205,262.7123165130615
76,147.42280960083008,280.64964294433594
77,148.89276504516602,281.85914039611816
78,148.64734649658203,280.166072845459
79,159.73429679870605,260.4613494873047
80,153.56846809387207,280.13912200927734
81,156.50409698486328,280.48007011413574
82,159.79320526123047,280.8709716796875
83,155.80756187438965,293.7660598754883
84,157.18881607055664,290.0570869445801
85,157.97606468200684,287.42431640625
86,158.6916732788086,284.82264518737793
87,159.19486045837402,283.1225109100342
88,152.71615982055664,281.6847610473633
89,152.0030403137207,282.30125427246094
90,150.8485984802246,283.4354782104492
91,149.72318649291992,284.84742164611816
92,147.72234916687012,272.3653507232666
93,114.02339935302734,250.56452751159668
94,166.56932830810547,264.57801818847656
95,150.7462215423584,281.1519527435303
96,149.97967720031738,281.4060401916504
97,161.17267608642578,265.58295249938965
98,154.7014617919922,263.93760681152344
99,160.7112693786621,264.5936965942383
100,149.43401336669922,247.88031578063965
101,142.34187126159668,250.1191234588623
102,152.893648147583,258.7379550933838
103,135.24669647216797,201.3710117340088
104,138.26434135437012,207.91620254516602
105,141.1577606201172,215.115008354187
106,146.73934936523438,287.72297859191895
107,159.96581077575684,219.33058261871338
108,159.6000576019287,209.0046787261963
109,158.6904525756836,198.75945568084717
110,136.66386604309082,235.9520673751831
111,126.37469291687012,239.10455703735352
112,154.42889213562012,236.19797229766846
113,131.8146514892578,227.89680004119873
114,157.40699768066406,243.39088439941406
115,157.285795211792,257.7499008178711
116,121.31518363952637,241.35154724121094
117,129.30120468139648,242.76904106140137
118,134.90946769714355,245.20288467407227
119,143.13194274902344,245.35500526428223
120,149.16543006896973,244.1033935546875
121,153.71854782104492,242.54528045654297
122,164.24997329711914,238.47142696380615
123,121.54265403747559,250.81300735473633
124,128.31706047058105,226.80901050567627
125,165.3070068359375,263.4143257141113
126,154.59113121032715,250.2165126800537
127,114.69265937805176,231.1151647567749
128,157.2982692718506,240.58436393737793
129,152.04090118408203,258.9557647705078
130,133.48566055297852,231.14996910095215
131,156.96943283081055,255.0033187866211
132,114.71495628356934,261.2152290344238
133,154.41438674926758,234.48969841003418
134,160.86612701416016,252.86344528198242
135,127.23797798156738,285.499963760376
136,125.85287094116211,289.6479606628418
137,116.0500717163086,250.6307888031006
138,122.46983528137207,278.60538482666016
139,120.81817626953125,223.73847484588623
140,143.2123565673828,302.33731269836426
141,165.16040802001953,264.26356315612793
142,150.47382354736328,253.02586555480957
143,122.44015693664551,232.9361915588379
144,140.85939407348633,234.64533805847168
145,144.53171730041504,235.39652824401855
146,147.64883041381836,282.49792098999023
147,121.69820785522461,259.5896244049072
148,149.70152854919434,309.11885261535645
149,137.24903106689453,301.1855220794678
150,131.8677520751953,296.4049243927002
151,170.86305618286133,210.85630416870117
152,158.22954177856445,310.9085941314697
153,148.00869941711426,235.46067237854004
154,151.29948616027832,235.05311965942383
155,153.3764362335205,234.80906009674072
156,124.98865127563477,225.41876792907715
157,151.20816230773926,230.99312782287598
158,147.81793594360352,229.2925214767456
159,144.26203727722168,228.56666564941406
160,140.4070281982422,228.82590293884277
161,137.80372619628906,229.75609302520752
162,117.06687927246094,221.20267868041992
163,138.2933521270752,233.63895893096924
164,165.2752685546875,269.410400390625
165,151.8997287750244,270.135440826416
166,157.2049331665039,261.02585792541504
167,160.01243591308594,269.42047119140625
168,168.50709915161133,232.47133255004883
169,132.28338241577148,291.9803524017334
170,137.48523712158203,297.1090793609619
171,150.38612365722656,306.50633811950684
172,121.11231803894043,282.2159671783447
173,153.4714126586914,233.15842151641846
174,161.04555130004883,245.0031566619873
175,159.19940948486328,308.371639251709
176,143.04701805114746,305.6275177001953
177,116.68209075927734,260.3661346435547
178,155.7054042816162,282.3498058319092
179,154.9394702911377,283.5361862182617
180,153.95907402038574,285.44034004211426
181,152.9606533050537,287.79513359069824
182,150.6527328491211,291.0596179962158
183,150.29370307922363,280.3183937072754
184,149.15267944335938,279.8670959472656
185,148.0204963684082,279.08995628356934
186,144.11714553833008,275.6297206878662
187,127.92165756225586,262.9962730407715
188,160.89719772338867,240.62870979309082
189,158.58933448791504,232.084321975708
190,155.6291675567627,232.25449562072754
191,151.06566429138184,279.8196601867676
192,125.89669227600098,273.1780242919922
193,162.83716201782227,232.45473861694336
194,147.4948215484619,294.50840950012207
195,168.61433029174805,246.96876525878906
196,164.51805114746094,243.0846405029297
197,168.52678298950195,242.60716438293457
198,157.69838333129883,251.4352512359619
199,159.99969482421875,304.2626667022705
200,160.63413619995117,299.09377098083496
201,153.82004737854004,297.8328609466553
202,139.14377212524414,285.1948070526123
203,147.98060417175293,262.12700843811035
204,142.6810359954834,290.3658199310303
205,137.98687934875488,260.5071830749512
206,143.5224151611328,266.18239402770996
