Landmark,X,Y
0,169.3610382080078,271.48404121398926
1,169.9216651916504,265.95937728881836
2,169.4902801513672,267.7599334716797
3,167.76857376098633,256.8482208251953
4,170.06851196289062,263.25024604797363
5,170.0503921508789,259.59254264831543
6,169.8462677001953,250.95271110534668
7,151.49121284484863,248.55694770812988
8,169.9623680114746,245.25670051574707
9,170.1602554321289,241.98100090026855
10,170.66522598266602,228.68451118469238
11,169.28592681884766,272.57080078125
12,169.15014266967773,273.3658790588379
13,169.0205955505371,273.5774230957031
14,168.89467239379883,277.77259826660156
15,168.88717651367188,278.8963794708252
16,168.81887435913086,280.26915550231934
17,168.71334075927734,281.7813491821289
18,168.37778091430664,284.28937911987305
19,169.76903915405273,267.22838401794434
20,166.97237014770508,266.63429260253906
21,142.2964859008789,238.5770845413208
22,158.7454605102539,250.8002471923828
23,156.32944107055664,250.83958625793457
24,153.86770248413086,250.70096969604492
25,150.24086952209473,249.34744834899902
26,160.69889068603516,250.4542064666748
27,155.45615196228027,245.26926040649414
28,158.05299758911133,245.56134223937988
29,152.9446792602539,245.45639991760254
30,151.19683265686035,246.10922813415527
31,148.07992935180664,250.8505153656006
32,158.09744834899902,287.13366508483887
33,150.4257583618164,248.06047439575195
34,140.12975692749023,249.44120407104492
35,145.19840240478516,249.3160057067871
36,155.73433876037598,261.14745140075684
37,165.45791625976562,270.8982467651367
38,165.57968139648438,273.14372062683105
39,161.34965896606445,271.2469482421875
40,158.81908416748047,271.83849334716797
41,162.64936447143555,273.017578125
42,160.47128677368164,273.072566986084
43,155.67322731018066,276.4234256744385
44,167.69929885864258,265.78113555908203
45,167.55905151367188,263.04224967956543
46,147.5639247894287,243.5536766052246
47,161.51971817016602,255.48771858215332
48,160.78374862670898,263.5780620574951
49,160.61580657958984,262.04169273376465
50,147.8301239013672,260.0353145599365
51,167.7049446105957,259.68475341796875
52,154.02464866638184,241.54512405395508
53,150.3038501739502,242.063627243042
54,145.28165817260742,234.35906410217285
55,164.85076904296875,244.40508842468262
56,160.24667739868164,246.37673377990723
57,153.6333179473877,273.1856632232666
58,140.59192657470703,273.4397506713867
59,162.57600784301758,265.20323753356934
60,164.88624572753906,266.1701774597168
61,155.87441444396973,273.2874584197998
62,157.23355293273926,273.4263324737549
63,148.974027633667,240.2735710144043
64,160.41988372802734,264.32501792907715
65,158.84117126464844,242.16450691223145
66,158.54350090026855,240.03104209899902
67,156.09451293945312,229.1064691543579
68,147.26534843444824,237.2266960144043
69,157.6763153076172,234.31760787963867
70,146.0225486755371,242.28538513183594
71,144.20785903930664,240.55088996887207
72,165.47082901000977,272.22601890563965
73,162.0642852783203,272.33997344970703
74,159.6561050415039,272.47941970825195
75,163.17546844482422,265.57342529296875
76,156.52939796447754,273.345308303833
77,157.93145179748535,275.1313591003418
78,157.6309108734131,273.42945098876953
79,164.36016082763672,265.22984504699707
80,160.91381072998047,272.8611087799072
81,163.08311462402344,273.0271339416504
82,165.77245712280273,273.32934379577637
83,164.3885612487793,283.79940032958984
84,164.8818016052246,281.2562942504883
85,165.1669692993164,279.72822189331055
86,165.42577743530273,278.3617973327637
87,165.69664001464844,277.44343757629395
88,160.77239990234375,275.8425807952881
89,160.29296875,276.14479064941406
90,159.62514877319336,276.78534507751465
91,159.05144691467285,277.59867668151855
92,156.86058044433594,269.5899295806885
93,138.71686935424805,260.47388076782227
94,169.64414596557617,267.5240993499756
95,159.32771682739258,275.0065040588379
96,158.64413261413574,274.9624443054199
97,165.80608367919922,267.29570388793945
98,161.06847763061523,265.6405735015869
99,165.3620147705078,266.78375244140625
100,158.70404243469238,256.50824546813965
101,154.34208869934082,257.66907691955566
102,159.95235443115234,262.87888526916504
103,149.66395378112793,231.10409259796143
104,151.55803680419922,235.01265048980713
105,153.26355934143066,239.4300413131714
106,157.7739143371582,279.2717742919922
107,164.32062149047852,241.04012489318848
108,163.73939514160156,234.49321746826172
109,162.8547477722168,228.41905117034912
110,151.59220695495605,250.19708633422852
111,145.1374912261963,252.403564453125
112,161.9135856628418,249.99810218811035
113,148.33819389343262,246.6445827484131
114,163.51388931274414,254.18829917907715
115,162.76744842529297,263.2854652404785
116,142.11097717285156,254.00619506835938
117,146.92933082580566,253.97400856018066
118,150.26987075805664,254.96950149536133
119,155.21111488342285,254.9967384338379
120,158.8580322265625,254.3749237060547
121,161.5283203125,253.54167938232422
122,167.32925415039062,251.4096736907959
123,141.80143356323242,259.0169620513916
124,146.24224662780762,246.21088027954102
125,168.3807373046875,267.0468807220459
126,161.51002883911133,258.0515384674072
127,139.15154457092285,249.0626621246338
128,163.52550506591797,252.47443199157715
129,159.5067596435547,262.7809238433838
130,149.47400093078613,248.14367294311523
131,162.62380599975586,261.36085510253906
132,139.10643577575684,266.74598693847656
133,161.74253463745117,249.16099548339844
134,165.1915740966797,260.30980110168457
135,146.49927139282227,279.86881256103516
136,146.3789176940918,283.1582736968994
137,138.9667797088623,259.9955749511719
138,143.01024436950684,276.19832038879395
139,142.13810920715332,244.59657669067383
140,157.52520561218262,290.03931999206543
141,168.53277206420898,267.3749256134033
142,158.97217750549316,259.47669982910156
143,142.86235809326172,249.67005729675293
144,154.2605686187744,249.16176795959473
145,156.44351959228516,249.37562942504883
146,157.23605155944824,275.43148040771484
147,141.5320110321045,264.2666244506836
148,162.0671844482422,294.09104347229004
149,154.08461570739746,289.7809410095215
150,150.5287265777588,286.99976921081543
151,170.47063827514648,235.05253314971924
152,167.44993209838867,294.8242378234863
153,158.39893341064453,249.36521530151367
154,160.21360397338867,249.2310905456543
155,161.28190994262695,249.20891761779785
156,144.32103157043457,245.53499221801758
157,159.70792770385742,247.85244941711426
158,157.6528835296631,247.29838371276855
159,155.6599521636963,247.0872688293457
160,153.53381156921387,247.2627067565918
161,152.0833396911621,247.65403747558594
162,140.37660598754883,243.16912651062012
163,152.68400192260742,248.86774063110352
164,169.40858840942383,268.86165618896484
165,159.55405235290527,268.61334800720215
166,162.64129638671875,265.0338077545166
167,165.33918380737305,268.6241626739502
168,169.80777740478516,247.91742324829102
169,150.30662536621094,283.6812400817871
170,153.7638282775879,286.8635559082031
171,162.20863342285156,292.24599838256836
172,143.17106246948242,278.9823532104492
173,161.11017227172852,248.65239143371582
174,165.50506591796875,255.34260749816895
175,167.7621841430664,293.0427074432373
176,157.78898239135742,292.29111671447754
177,139.20671463012695,265.7654571533203
178,163.0006980895996,276.73072814941406
179,162.52464294433594,277.37234115600586
180,162.04866409301758,278.4261703491211
181,161.63047790527344,279.7935676574707
182,160.584716796875,281.91338539123535
183,158.46656799316406,273.0905055999756
184,157.63636589050293,272.7911567687988
185,156.87945365905762,272.3617172241211
186,154.6537685394287,271.0217571258545
187,145.0028896331787,265.60638427734375
188,165.48471450805664,252.67444610595703
189,164.0187644958496,247.81445503234863
190,162.30192184448242,248.0031967163086
191,159.07785415649414,272.80975341796875
192,144.28232192993164,272.0514678955078
193,166.4382553100586,248.02937507629395
194,159.25457954406738,284.31389808654785
195,169.95977401733398,256.62394523620605
196,167.52883911132812,254.2815113067627
197,169.90589141845703,253.8984489440918
198,163.3407974243164,259.0440845489502
199,168.0288314819336,290.299072265625
200,168.22139739990234,287.01916694641113
201,163.58110427856445,286.44012451171875
202,153.58308792114258,277.6640224456787
203,157.33101844787598,264.47299003601074
204,156.11352920532227,281.34135246276855
205,151.24267578125,263.7502384185791
206,154.70029830932617,266.64419174194336
207,148.68413925170898,267.5459289550781
208,162.71678924560547,289.56101417541504
209,161.45606994628906,260.07917404174805
210,151.35318756103516,280.2176856994629
211,154.66474533081055,283.85799407958984
212,151.47918701171875,273.8895893096924
213,141.84258460998535,268.8236618041992
214,147.95637130737305,274.82791900634766
215,140.37738800048828,271.2018871307373
216,152.30884552001953,269.22924041748047
217,163.54528427124023,256.7043685913086
218,163.5723876953125,264.71789360046387
219,161.55553817749023,264.61069107055664
220,165.08119583129883,263.18902015686035
221,162.2828483581543,245.8839511871338
222,158.4550380706787,244.41078186035156
223,154.95697021484375,243.90372276306152
224,151.90146446228027,244.09114837646484
225,149.64384078979492,244.9368381500244
226,147.66855239868164,248.72989654541016
227,139.25705909729004,254.63364601135254
228,149.53619003295898,251.83430671691895
229,152.2939968109131,252.63456344604492
230,155.72160720825195,252.80888557434082
231,158.86204719543457,252.49594688415527
232,161.24149322509766,251.93853378295898
233,162.86441802978516,251.33265495300293
234,138.85751724243164,254.7122097015381
235,161.4626121520996,264.97941970825195
236,165.5447006225586,257.75075912475586
237,165.69528579711914,265.274019241333
238,166.93754196166992,266.46042823791504
239,165.50369262695312,265.57777404785156
240,162.02024459838867,265.5794334411621
241,167.48981475830078,266.7856979370117
242,167.60950088500977,267.09766387939453
243,162.69407272338867,249.39419746398926
244,164.18724060058594,250.15869140625
245,165.09984970092773,250.77415466308594
246,151.15753173828125,247.92926788330078
247,149.77747917175293,246.88977241516113
248,172.01248168945312,257.03882217407227
249,186.39232635498047,250.52873611450195
250,172.16405868530273,266.81633949279785
251,194.17409896850586,241.5036392211914
252,179.33883666992188,251.98711395263672
253,181.66566848754883,252.23127365112305
254,183.99616241455078,252.30826377868652
255,187.35370635986328,251.40212059020996
256,177.47045516967773,251.44689559936523
257,183.13678741455078,247.0715618133545
258,180.62692642211914,247.04506874084473
259,185.47077178955078,247.50592231750488
260,186.9480323791504,248.31507682800293
261,189.15374755859375,252.95886039733887
262,177.37398147583008,287.65125274658203
263,187.34060287475586,250.22037506103516
264,195.15962600708008,252.25384712219238
265,191.65451049804688,251.75843238830566
266,182.08742141723633,262.23280906677246
267,173.12562942504883,271.0770320892334
268,172.49462127685547,273.2954978942871
269,176.78625106811523,271.5322208404541
270,178.78324508666992,272.1814155578613
271,175.1140022277832,273.2450008392334
272,176.91171646118164,273.34399223327637
273,180.65767288208008,276.9756031036377
274,172.08526611328125,265.9489917755127
275,172.4228286743164,263.24217796325684
276,190.53789138793945,246.17328643798828
277,176.86119079589844,256.22474670410156
278,177.94479370117188,264.1713523864746
279,178.0105972290039,262.66164779663086
280,189.17442321777344,261.82522773742676
281,172.26285934448242,259.8840808868408
282,185.27149200439453,243.7371826171875
283,188.4601593017578,244.5519733428955
284,192.50280380249023,237.17406749725342
285,174.93474960327148,245.16743659973145
286,178.39385986328125,247.56242752075195
287,182.8200340270996,273.8996887207031
288,191.4671516418457,275.3931713104248
289,176.08400344848633,265.63459396362305
290,173.89883041381836,266.4613151550293
291,180.85432052612305,273.73732566833496
292,179.45623397827148,273.79343032836914
293,189.70596313476562,242.94004440307617
294,178.04595947265625,264.88194465637207
295,180.86597442626953,243.76215934753418
296,181.44819259643555,241.70007705688477
297,184.2825698852539,230.89003086090088
298,191.07282638549805,239.9279022216797
299,182.64440536499023,236.00666999816895
300,191.82558059692383,245.0397777557373
301,193.02448272705078,243.3987808227539
302,172.89369583129883,272.3804569244385
303,175.91577529907227,272.57434844970703
304,177.88185119628906,272.7894973754883
305,175.47733306884766,265.96338272094727
306,180.1953887939453,273.7594985961914
307,178.88755798339844,275.5320453643799
308,178.96026611328125,273.81614685058594
309,174.7667694091797,265.60824394226074
310,176.28602981567383,273.1233215332031
311,174.47303771972656,273.24548721313477
312,172.0588493347168,273.47848892211914
313,172.2075653076172,284.0306282043457
314,172.36948013305664,281.4543342590332
315,172.3430633544922,279.9225425720215
316,172.1691131591797,278.5348320007324
317,171.9068717956543,277.595157623291
318,176.25835418701172,276.1312007904053
319,176.75533294677734,276.4702606201172
320,177.36326217651367,277.16480255126953
321,177.81549453735352,278.0112361907959
322,180.65444946289062,270.2706241607666
323,194.15393829345703,263.0169868469238
324,177.43160247802734,275.3308296203613
325,178.201904296875,275.3243637084961
326,172.98477172851562,267.49348640441895
327,177.22030639648438,266.125545501709
328,173.43158721923828,267.0208168029785
329,179.41762924194336,257.4503231048584
330,183.46332550048828,258.9707279205322
331,178.41821670532227,263.51351737976074
332,189.4610595703125,233.55241298675537
333,187.81352996826172,237.36727237701416
334,186.16178512573242,241.7227077484131
335,178.56063842773438,279.79405403137207
336,175.96698760986328,241.96094512939453
337,177.10044860839844,235.3778314590454
338,178.22834014892578,229.38378810882568
339,186.10843658447266,252.0450210571289
340,191.62158966064453,254.68073844909668
341,176.37680053710938,250.89755058288574
342,189.39058303833008,249.01433944702148
343,175.15419006347656,254.77046012878418
344,176.37128829956055,263.8180160522461
345,193.91481399536133,256.4882183074951
346,190.10086059570312,256.03248596191406
347,187.18505859375,256.6778755187988
348,182.62115478515625,256.2960147857666
349,179.19424057006836,255.37053108215332
350,176.74880981445312,254.32665824890137
351,172.13735580444336,251.68384552001953
352,193.90399932861328,261.3405132293701
353,191.2165069580078,248.75041007995605
354,171.12104415893555,267.1414375305176
355,176.91404342651367,258.7350082397461
356,195.01720428466797,251.9322109222412
357,175.0177764892578,253.10608863830566
358,178.60673904418945,263.435640335083
359,188.13411712646484,250.3568172454834
360,176.41250610351562,261.9060516357422
361,193.27669143676758,269.0342617034912
362,176.5291404724121,250.1040744781494
363,174.33406829833984,260.68702697753906
364,187.33901977539062,281.16047859191895
365,186.3665771484375,284.35604095458984
366,195.27498245239258,262.5341033935547
367,190.43912887573242,277.8769111633301
368,194.11718368530273,247.42575645446777
369,177.44382858276367,290.5159091949463
370,170.73501586914062,267.45497703552246
371,179.1441535949707,260.29151916503906
372,193.45735549926758,252.29009628295898
373,183.83182525634766,250.8200454711914
374,181.71894073486328,250.8226490020752
375,179.5083999633789,275.8578872680664
376,193.58600616455078,266.42163276672363
377,172.65483856201172,294.3248462677002
378,179.75648880004883,290.40141105651855
379,182.7690887451172,287.823486328125
380,179.78904724121094,250.6465244293213
381,178.0156135559082,250.31779289245605
382,176.97481155395508,250.19262313842773
383,192.72178649902344,248.22129249572754
384,178.5939598083496,249.08203125
385,180.6157684326172,248.78949165344238
386,182.61749267578125,248.79847526550293
387,184.64689254760742,249.1790771484375
388,185.9496307373047,249.68493461608887
389,194.9810028076172,246.11909866333008
390,185.3061294555664,250.70079803466797
391,178.43576431274414,269.13036346435547
392,176.15644454956055,265.4924011230469
393,173.3045196533203,268.83453369140625
394,183.84637832641602,284.59330558776855
395,180.7199478149414,287.53435134887695
396,173.10970306396484,292.5186824798584
397,189.04979705810547,280.5702209472656
398,177.19646453857422,249.6639633178711
399,173.72257232666016,255.75531005859375
400,176.57325744628906,292.70676612854004
401,194.47919845581055,268.0770206451416
402,174.34391021728516,276.97248458862305
403,174.80403900146484,277.64625549316406
404,175.2069854736328,278.7494659423828
405,175.43756484985352,280.15002250671387
406,175.85821151733398,282.31510162353516
407,178.51511001586914,273.4365749359131
408,179.41505432128906,273.178768157959
409,180.22167205810547,272.7755928039551
410,182.3646354675293,271.7494869232178
411,190.94755172729492,267.46710777282715
412,173.58182907104492,253.11161041259766
413,174.80649948120117,248.53440284729004
414,176.2289810180664,248.90341758728027
415,177.7804183959961,273.1405448913574
416,190.4646110534668,273.7548065185547
417,172.8818130493164,248.4716033935547
418,176.65950775146484,284.7520923614502
419,172.08202362060547,254.50295448303223
420,175.53058624267578,259.56862449645996
421,172.6419448852539,286.67407035827637
422,182.18467712402344,278.46007347106934
423,180.45434951782227,265.2754497528076
424,179.63272094726562,281.94019317626953
425,186.00065231323242,265.15345573425293
426,182.66231536865234,267.66303062438965
427,187.77416229248047,269.0523147583008
428,173.12301635742188,289.8302936553955
429,177.0308494567871,260.6997013092041
430,183.67103576660156,281.12903594970703
431,180.52711486816406,284.53104972839355
432,184.52476501464844,274.8841094970703
433,192.68878936767578,270.8396816253662
434,187.24960327148438,276.1398410797119
435,192.95856475830078,273.2643699645996
436,184.45974349975586,270.3190040588379
437,175.2406883239746,257.2386074066162
438,175.59381484985352,265.1571750640869
439,177.21391677856445,265.14458656311035
440,174.5284652709961,263.5816955566406
441,176.76179885864258,246.86124801635742
442,180.6368064880371,245.89900016784668
443,184.00089263916016,245.84263801574707
444,186.751708984375,246.30409240722656
445,188.58400344848633,247.326021194458
446,189.63567733764648,251.0368824005127
447,195.47479629516602,257.3548221588135
448,187.84597396850586,253.77290725708008
449,185.32806396484375,254.28168296813965
450,182.14365005493164,254.15348052978516
451,179.15422439575195,253.5677719116211
452,176.93490982055664,252.8144645690918
453,175.48046112060547,252.0663356781006
454,194.5509910583496,257.4085235595703
455,177.11793899536133,265.4663372039795
456,173.84408950805664,258.1262683868408
457,173.85177612304688,265.57997703552246
458,172.37342834472656,266.6428470611572
459,173.80388259887695,265.88141441345215
460,176.45008087158203,266.02635383605957
461,171.9393539428711,266.9475746154785
462,171.58411026000977,267.2363090515137
463,175.6936264038086,250.23545265197754
464,174.38297271728516,250.81466674804688
465,173.75080108642578,251.288423538208
466,186.74509048461914,250.04053115844727
467,188.07846069335938,249.17040824890137
