Landmark,X,Y
0,187.33783721923828,271.95765495300293
1,187.68321990966797,266.2833023071289
2,187.40249633789062,267.97840118408203
3,185.61277389526367,256.57922744750977
4,187.8589630126953,263.47652435302734
5,187.9412841796875,259.597749710083
6,188.06087493896484,250.2780246734619
7,168.58776092529297,247.11155891418457
8,188.33213806152344,244.041166305542
9,188.59683990478516,240.54871559143066
10,189.4186019897461,226.41182899475098
11,187.26512908935547,273.0766010284424
12,187.14603424072266,273.8202095031738
13,187.0488739013672,273.947696685791
14,186.82369232177734,278.0287742614746
15,186.79994583129883,279.1926097869873
16,186.7060089111328,280.5940532684326
17,186.58014297485352,282.1449565887451
18,186.22112274169922,284.72331047058105
19,187.55252838134766,267.5390911102295
20,184.67443466186523,266.7440128326416
21,159.23114776611328,235.93361377716064
22,176.38277053833008,249.66527938842773
23,173.7871551513672,249.65560913085938
24,171.15467071533203,249.42950248718262
25,167.31273651123047,247.85788536071777
26,178.46309661865234,249.3384075164795
27,172.8093719482422,243.8349723815918
28,175.58212280273438,244.1975212097168
29,170.1474380493164,243.9646053314209
30,168.30259323120117,244.58913803100586
31,165.06830215454102,249.30862426757812
32,175.364990234375,287.3119640350342
33,167.46002197265625,246.5416431427002
34,156.93458557128906,247.27417945861816
35,162.06809997558594,247.52918243408203
36,172.9784393310547,260.47207832336426
37,183.20159912109375,271.22594833374023
38,183.3720588684082,273.44078063964844
39,178.93047332763672,271.29249572753906
40,176.31473541259766,271.61842346191406
41,180.3192138671875,273.10340881347656
42,178.04994583129883,272.93346405029297
43,173.01254272460938,275.94017028808594
44,185.30649185180664,266.017484664917
45,185.1816749572754,263.1793785095215
46,164.4499397277832,241.62551879882812
47,179.21873092651367,254.71195220947266
48,178.23890686035156,263.3136749267578
49,178.1098747253418,261.6810607910156
50,164.63623046875,258.9670658111572
51,185.4291534423828,259.619836807251
52,171.18595123291016,239.73923206329346
53,167.28168487548828,240.1728343963623
54,162.27367401123047,231.68726921081543
55,182.7511215209961,243.02029609680176
56,177.94641494750977,245.09156227111816
57,170.8555030822754,272.52662658691406
58,157.63352394104004,271.9294738769531
59,180.12683868408203,265.0231647491455
60,182.55252838134766,266.138334274292
61,173.26637268066406,272.6364040374756
62,174.67967987060547,272.8640842437744
63,165.90381622314453,238.1942081451416
64,177.90061950683594,264.01299476623535
65,176.28023147583008,240.50657272338867
66,175.9712028503418,238.2285976409912
67,173.63731384277344,226.55014514923096
68,164.2050552368164,234.85490798950195
69,175.18083572387695,232.1715545654297
70,162.85545349121094,240.1619052886963
71,161.0757064819336,238.18124771118164
72,183.22834014892578,272.5677680969238
73,179.68975067138672,272.4250888824463
74,177.19976425170898,272.30767250061035
75,180.76902389526367,265.4190731048584
76,173.9473533630371,272.72778511047363
77,175.3901481628418,274.6918201446533
78,175.0948715209961,272.89063453674316
79,181.8937110900879,265.19874572753906
80,178.53822708129883,272.69877433776855
81,180.80881118774414,273.0728816986084
82,183.6162567138672,273.5664653778076
83,182.0170783996582,284.07843589782715
84,182.55016326904297,281.4632034301758
85,182.84852981567383,279.90797996520996
86,183.1244659423828,278.53002548217773
87,183.4372901916504,277.57673263549805
88,178.31703186035156,275.6260013580322
89,177.80523300170898,275.9111022949219
90,177.11734771728516,276.5434455871582
91,176.5283203125,277.35483169555664
92,174.15433883666992,269.23338890075684
93,155.7327365875244,258.45800399780273
94,187.48062133789062,267.77910232543945
95,176.83841705322266,274.64344024658203
96,176.12619400024414,274.5604419708252
97,183.5235595703125,267.3604202270508
98,178.59994888305664,265.36173820495605
99,183.05221557617188,266.8073558807373
100,176.23132705688477,255.68318367004395
101,171.55027389526367,256.7617893218994
102,177.4506950378418,262.4813461303711
103,166.82403564453125,228.44647407531738
104,168.6859893798828,232.70333290100098
105,170.38116455078125,237.45255947113037
106,175.1583480834961,279.04930114746094
107,182.20577239990234,239.44694995880127
108,181.71791076660156,232.51696586608887
109,180.90293884277344,225.97589492797852
110,168.73197555541992,248.81378173828125
111,161.96834564208984,250.79647064208984
112,179.7492218017578,248.88808250427246
113,165.31034469604492,244.94942665100098
114,181.32213592529297,253.430814743042
115,180.23797988891602,263.1396961212158
116,158.84726524353027,252.2966480255127
117,163.80315780639648,252.5558567047119
118,167.29412078857422,253.75107765197754
119,172.54186630249023,253.95867347717285
120,176.4400291442871,253.42080116271973
121,179.27663803100586,252.62892723083496
122,185.35606384277344,250.6819725036621
123,158.48894119262695,257.521448135376
124,163.11206817626953,244.34383392333984
125,186.08148574829102,267.3005676269531
126,179.16803359985352,257.449893951416
127,156.1086082458496,246.62080764770508
128,181.3881492614746,251.58233642578125
129,177.01749801635742,262.3043632507324
130,166.50959014892578,246.57949447631836
131,180.15167236328125,261.09540939331055
132,156.1525535583496,264.9637699127197
133,179.57048416137695,248.0009651184082
134,182.80057907104492,260.14174461364746
135,163.48472595214844,279.0786552429199
136,163.5036849975586,282.2930145263672
137,155.75679779052734,258.23269844055176
138,159.88187789916992,275.13450622558594
139,158.9798069000244,242.30538368225098
140,174.7724151611328,290.23046493530273
141,186.29844665527344,267.58975982666016
142,176.47769927978516,258.82859230041504
143,159.65286254882812,247.75591850280762
144,171.55181884765625,247.8548526763916
145,173.89711380004883,248.13182830810547
146,174.67596054077148,274.960355758667
147,158.19923400878906,262.928466796875
148,179.5026969909668,294.51693534851074
149,171.36940002441406,289.59431648254395
150,167.77326583862305,286.4919376373291
151,189.06610488891602,233.24246406555176
152,185.12224197387695,295.4611873626709
153,176.01051330566406,248.16149711608887
154,177.96337127685547,248.03841590881348
155,179.09168243408203,248.03375244140625
156,161.13733291625977,243.47843170166016
157,177.37625122070312,246.56375885009766
158,175.1685905456543,245.93945503234863
159,173.00260543823242,245.68264961242676
160,170.70858001708984,245.8132839202881
161,169.16261672973633,246.18618965148926
162,157.30021476745605,240.5983829498291
163,169.85723495483398,247.48729705810547
164,187.35784530639648,269.1587162017822
165,176.97715759277344,268.4098148345947
166,180.15443801879883,264.8812007904053
167,183.0504608154297,268.76455307006836
168,188.1334114074707,246.93105697631836
169,167.4311637878418,283.1975841522217
170,170.96979141235352,286.6890335083008
171,179.60250854492188,292.75068283081055
172,160.23405075073242,277.7925395965576
173,178.87771606445312,247.4476146697998
174,183.32674026489258,254.8183822631836
175,185.43012619018555,293.77896308898926
176,175.11253356933594,292.439546585083
177,156.01280212402344,264.1950988769531
178,180.6109619140625,276.7041778564453
179,180.10475158691406,277.3469352722168
180,179.6075439453125,278.4037113189697
181,179.16933059692383,279.80189323425293
182,178.0527114868164,281.9508934020996
183,175.96492767333984,272.70209312438965
184,175.09710311889648,272.35602378845215
185,174.3089485168457,271.88796043395996
186,171.86180114746094,270.4826259613037
187,161.69586181640625,264.5617389678955
188,183.39712142944336,251.9355869293213
189,181.95505142211914,246.64861679077148
190,180.14558792114258,246.81856155395508
191,176.62071228027344,272.4463176727295
192,161.04564666748047,271.06040954589844
193,184.4978904724121,246.96292877197266
